neighbourhood_cleansed,room_type,crime_count,price,number_of_reviews,review_scores_rating 
East Garfield Park,Private room,270,50.0,41,4.95
Near South Side,Entire home/apt,37,157.0,14,4.64
West Town,Private room,75,63.0,2,5.0
Humboldt Park,Entire home/apt,96,48.0,13,4.38
Near South Side,Entire home/apt,39,145.0,26,4.77
Near South Side,Entire home/apt,38,149.0,15,4.47
Logan Square,Private room,55,45.0,20,4.95
Logan Square,Entire home/apt,28,142.0,24,4.92
Avondale,Entire home/apt,38,220.0,7,5.0
Near North Side,Entire home/apt,35,310.0,2,4.5
Near North Side,Entire home/apt,35,317.0,24,4.88
Near North Side,Entire home/apt,35,489.0,7,4.43
Near West Side,Entire home/apt,52,115.0,0,
Near West Side,Entire home/apt,52,110.0,0,
Near West Side,Entire home/apt,52,112.0,0,
Lake View,Entire home/apt,7,112.0,30,4.9
Armour Square,Entire home/apt,69,74.0,2,5.0
Beverly,Entire home/apt,41,748.0,9,5.0
Near West Side,Entire home/apt,102,250.0,4,4.5
Washington Park,Entire home/apt,142,307.0,11,4.64
Bridgeport,Private room,35,31.0,9,3.44
Loop,Entire home/apt,63,637.0,0,
Loop,Entire home/apt,63,768.0,1,5.0
Loop,Entire home/apt,63,818.0,1,5.0
Near North Side,Entire home/apt,35,518.0,0,
Near North Side,Entire home/apt,35,778.0,0,
Portage Park,Entire home/apt,13,156.0,33,4.97
Near South Side,Entire home/apt,37,181.0,7,4.43
West Town,Entire home/apt,54,111.0,23,4.78
Rogers Park,Private room,39,100.0,8,5.0
Near West Side,Entire home/apt,52,89.0,1,5.0
Rogers Park,Private room,37,100.0,27,5.0
Near North Side,Entire home/apt,58,455.0,33,5.0
South Shore,Entire home/apt,155,140.0,10,4.3
Hyde Park,Entire home/apt,34,71.0,20,4.65
West Town,Private room,77,48.0,1,5.0
Greater Grand Crossing,Entire home/apt,231,61.0,4,4.75
West Ridge,Entire home/apt,22,120.0,1,5.0
Near North Side,Entire home/apt,65,1093.0,7,5.0
Logan Square,Entire home/apt,38,100.0,0,
West Town,Entire home/apt,39,161.0,1,5.0
West Town,Entire home/apt,38,203.0,17,4.94
Near North Side,Entire home/apt,36,423.0,17,4.94
Near West Side,Entire home/apt,52,115.0,1,5.0
Near West Side,Entire home/apt,52,116.0,0,
Near West Side,Entire home/apt,42,120.0,0,
Near North Side,Entire home/apt,45,245.0,1,5.0
West Lawn,Entire home/apt,16,100.0,2,5.0
Near South Side,Entire home/apt,37,116.0,22,4.82
West Pullman,Entire home/apt,38,159.0,1,5.0
Near South Side,Entire home/apt,40,140.0,16,4.75
Armour Square,Entire home/apt,57,154.0,12,4.5
Logan Square,Entire home/apt,44,117.0,28,4.57
Rogers Park,Entire home/apt,32,116.0,0,
Near North Side,Entire home/apt,36,89.0,24,4.67
Bridgeport,Private room,41,29.0,10,4.1
Logan Square,Private room,54,60.0,2,5.0
West Town,Entire home/apt,30,278.0,32,4.97
Near North Side,Entire home/apt,54,90.0,0,
Near North Side,Entire home/apt,54,94.0,0,
Near North Side,Entire home/apt,54,98.0,0,
Near North Side,Entire home/apt,54,86.0,0,
Near North Side,Entire home/apt,53,84.0,0,
Near North Side,Entire home/apt,53,97.0,0,
Near North Side,Entire home/apt,53,99.0,0,
Near North Side,Entire home/apt,53,106.0,0,
Lincoln Square,Entire home/apt,21,150.0,2,5.0
Jefferson Park,Entire home/apt,7,33.0,0,
Near North Side,Private room,60,123.0,28,4.32
Loop,Entire home/apt,58,341.0,0,
Grand Boulevard,Entire home/apt,90,188.0,9,4.67
North Center,Entire home/apt,15,120.0,27,4.89
Logan Square,Entire home/apt,49,101.0,0,
Logan Square,Entire home/apt,45,89.0,0,
Logan Square,Entire home/apt,43,90.0,0,
West Town,Private room,74,45.0,1,5.0
South Shore,Entire home/apt,177,77.0,0,
Loop,Hotel room,63,319.0,0,
Near West Side,Entire home/apt,69,324.0,0,
Near North Side,Entire home/apt,65,249.0,0,
West Town,Entire home/apt,24,228.0,1,4.0
Bridgeport,Private room,47,35.0,10,3.9
Near West Side,Entire home/apt,52,114.0,0,
Lake View,Private room,11,62.0,3,5.0
Loop,Entire home/apt,48,209.0,0,
Near North Side,Entire home/apt,62,654.0,0,
Near North Side,Entire home/apt,45,376.0,0,
Near North Side,Entire home/apt,53,275.0,0,
Lower West Side,Entire home/apt,79,99.0,1,5.0
West Town,Entire home/apt,64,120.0,0,
Grand Boulevard,Entire home/apt,100,153.0,0,
Near North Side,Entire home/apt,43,186.0,53,4.94
Near West Side,Entire home/apt,52,116.0,0,
Rogers Park,Entire home/apt,31,63.0,14,4.79
Rogers Park,Entire home/apt,38,115.0,23,4.83
West Town,Entire home/apt,44,114.0,0,
Loop,Hotel room,60,399.0,6,5.0
Loop,Hotel room,60,399.0,0,
Near North Side,Entire home/apt,45,264.0,18,4.94
Near North Side,Entire home/apt,44,148.0,18,4.72
Logan Square,Private room,54,50.0,1,5.0
Logan Square,Private room,55,40.0,1,5.0
Jefferson Park,Entire home/apt,5,115.0,15,4.73
Woodlawn,Entire home/apt,147,125.0,11,4.82
Forest Glen,Entire home/apt,6,90.0,1,5.0
Roseland,Entire home/apt,122,169.0,7,4.29
Bridgeport,Private room,39,42.0,12,4.17
Near West Side,Entire home/apt,56,502.0,0,
Near North Side,Entire home/apt,47,799.0,0,
Loop,Entire home/apt,61,685.0,0,
Near North Side,Entire home/apt,47,713.0,0,
Near North Side,Entire home/apt,54,250.0,1,5.0
West Town,Entire home/apt,46,108.0,2,4.5
Hyde Park,Private room,115,26.0,1,5.0
Humboldt Park,Entire home/apt,97,462.0,3,4.67
South Chicago,Entire home/apt,151,286.0,4,5.0
Lake View,Entire home/apt,9,192.0,17,4.88
Armour Square,Entire home/apt,47,220.0,24,4.88
Lower West Side,Private room,65,37.0,1,3.0
Near North Side,Entire home/apt,35,279.0,17,4.76
Near North Side,Entire home/apt,35,285.0,20,4.75
Near North Side,Entire home/apt,35,293.0,9,4.44
Lower West Side,Private room,67,30.0,3,5.0
Loop,Private room,49,465.0,0,
Near North Side,Entire home/apt,44,701.0,0,
Loop,Entire home/apt,57,410.0,0,
West Town,Entire home/apt,60,334.0,0,
Near North Side,Entire home/apt,48,259.0,0,
Near North Side,Entire home/apt,47,631.0,0,
Loop,Entire home/apt,45,1030.0,0,
Near North Side,Entire home/apt,43,147.0,18,4.72
Edgewater,Entire home/apt,19,175.0,38,4.82
Logan Square,Private room,54,55.0,0,
Mckinley Park,Private room,27,29.0,5,3.8
Englewood,Entire home/apt,177,250.0,7,3.29
Avondale,Entire home/apt,38,110.0,20,4.7
Logan Square,Private room,49,35.0,1,5.0
Logan Square,Private room,54,49.0,1,5.0
Dunning,Entire home/apt,1,180.0,3,5.0
Logan Square,Private room,57,60.0,1,5.0
Logan Square,Private room,54,40.0,2,5.0
West Town,Entire home/apt,24,116.0,14,5.0
Irving Park,Entire home/apt,22,120.0,21,4.81
Armour Square,Entire home/apt,49,168.0,31,4.84
Woodlawn,Entire home/apt,154,117.0,6,4.67
Lake View,Entire home/apt,11,61.0,30,4.87
Logan Square,Private room,25,38.0,1,3.0
Avondale,Entire home/apt,28,425.0,7,5.0
Near South Side,Entire home/apt,46,308.0,2,5.0
Lower West Side,Entire home/apt,77,116.0,11,4.73
Bridgeport,Private room,25,29.0,7,4.71
Near South Side,Entire home/apt,46,108.0,9,4.11
Austin,Entire home/apt,74,85.0,1,4.0
Near South Side,Entire home/apt,46,125.0,12,5.0
Near West Side,Entire home/apt,52,118.0,0,
Near North Side,Entire home/apt,49,80.0,2,5.0
Near North Side,Entire home/apt,46,136.0,0,
Logan Square,Private room,53,55.0,0,
Near West Side,Entire home/apt,69,54.0,11,4.09
Near West Side,Entire home/apt,58,99.0,18,4.89
West Town,Entire home/apt,84,178.0,2,5.0
Lake View,Entire home/apt,16,500.0,8,4.75
Uptown,Entire home/apt,15,58.0,6,4.5
Near North Side,Entire home/apt,50,113.0,1,5.0
Near West Side,Entire home/apt,69,82.0,8,4.38
West Town,Entire home/apt,61,86.0,6,5.0
Oakland,Entire home/apt,71,157.0,20,4.85
Logan Square,Entire home/apt,37,94.0,2,5.0
Logan Square,Private room,55,60.0,2,5.0
Logan Square,Private room,57,55.0,0,
Near South Side,Entire home/apt,51,102.0,0,
Ashburn,Entire home/apt,18,314.0,16,5.0
Avondale,Private room,30,76.0,21,5.0
Near North Side,Entire home/apt,49,72.0,0,
Greater Grand Crossing,Entire home/apt,222,52.0,0,
Bridgeport,Private room,40,27.0,9,4.22
Greater Grand Crossing,Entire home/apt,210,176.0,3,4.67
Near West Side,Entire home/apt,57,263.0,26,4.96
Irving Park,Entire home/apt,37,85.0,2,5.0
West Town,Entire home/apt,54,101.0,16,5.0
South Chicago,Entire home/apt,111,89.0,3,5.0
Norwood Park,Entire home/apt,2,69.0,1,5.0
Douglas,Entire home/apt,68,55.0,1,4.0
Woodlawn,Entire home/apt,150,120.0,0,
Humboldt Park,Entire home/apt,185,460.0,12,4.75
West Town,Entire home/apt,33,249.0,0,
Uptown,Entire home/apt,16,57.0,11,4.55
South Shore,Entire home/apt,156,183.0,3,4.0
West Ridge,Entire home/apt,34,72.0,27,4.81
South Lawndale,Entire home/apt,181,44.0,19,4.79
Austin,Entire home/apt,39,88.0,15,4.93
North Lawndale,Entire home/apt,239,122.0,14,3.93
Near South Side,Entire home/apt,49,450.0,0,
Logan Square,Private room,51,43.0,1,5.0
Logan Square,Private room,57,60.0,1,5.0
Near South Side,Entire home/apt,51,137.0,0,
West Town,Entire home/apt,175,130.0,1,5.0
Austin,Entire home/apt,164,110.0,5,4.8
Woodlawn,Entire home/apt,161,179.0,0,
Hyde Park,Entire home/apt,38,56.0,10,3.9
Hyde Park,Entire home/apt,35,60.0,11,4.09
Dunning,Entire home/apt,3,170.0,15,5.0
Edgewater,Entire home/apt,18,102.0,9,4.44
Near South Side,Entire home/apt,51,104.0,0,
Near South Side,Entire home/apt,51,103.0,0,
Near South Side,Entire home/apt,51,106.0,0,
Hyde Park,Entire home/apt,35,73.0,18,4.5
Hyde Park,Entire home/apt,55,60.0,14,4.07
Washington Heights,Entire home/apt,107,242.0,10,4.5
Woodlawn,Private room,147,131.0,4,4.75
Woodlawn,Private room,177,50.0,8,5.0
Logan Square,Private room,51,38.0,1,5.0
Near North Side,Private room,56,114.0,54,4.61
Near North Side,Private room,61,114.0,43,4.58
Near North Side,Private room,58,134.0,23,4.74
Near North Side,Private room,59,141.0,3,5.0
Bridgeport,Entire home/apt,23,199.0,21,5.0
Near West Side,Entire home/apt,62,401.0,0,
Loop,Entire home/apt,58,341.0,0,
Near North Side,Entire home/apt,66,280.0,0,
Lake View,Entire home/apt,9,174.0,0,
Lincoln Park,Entire home/apt,6,750.0,0,
South Shore,Entire home/apt,156,360.0,3,5.0
Grand Boulevard,Entire home/apt,88,107.0,9,4.89
Rogers Park,Entire home/apt,29,70.0,0,
Logan Square,Entire home/apt,49,200.0,0,
Lake View,Entire home/apt,6,105.0,16,4.75
Bridgeport,Private room,39,35.0,0,
Mckinley Park,Entire home/apt,45,56.0,21,4.71
Near West Side,Entire home/apt,42,394.0,14,4.86
Near West Side,Entire home/apt,42,369.0,10,4.5
Near West Side,Entire home/apt,42,394.0,13,4.69
Near West Side,Entire home/apt,42,394.0,14,4.79
Logan Square,Private room,53,50.0,1,5.0
Logan Square,Private room,51,69.0,0,
Near North Side,Private room,44,92.0,21,4.86
West Englewood,Private room,229,23.0,0,
New City,Private room,100,31.0,0,
Belmont Cragin,Entire home/apt,40,140.0,14,4.93
Auburn Gresham,Entire home/apt,74,160.0,0,
West Town,Entire home/apt,47,164.0,5,4.8
Logan Square,Entire home/apt,24,120.0,15,5.0
Edgewater,Entire home/apt,21,186.0,9,5.0
Logan Square,Entire home/apt,27,250.0,3,5.0
Avondale,Entire home/apt,31,84.0,8,4.88
Humboldt Park,Entire home/apt,253,426.0,5,5.0
Lake View,Entire home/apt,17,84.0,0,
West Ridge,Private room,35,50.0,2,3.0
Woodlawn,Entire home/apt,151,100.0,14,4.79
Near North Side,Entire home/apt,61,294.0,0,
Lake View,Entire home/apt,20,50.0,13,4.15
Near North Side,Entire home/apt,46,255.0,1,5.0
West Town,Entire home/apt,46,363.0,21,4.86
Greater Grand Crossing,Entire home/apt,210,176.0,7,5.0
South Shore,Entire home/apt,244,200.0,9,4.78
Lincoln Park,Entire home/apt,5,129.0,47,4.85
Logan Square,Private room,57,40.0,1,5.0
Logan Square,Private room,57,62.0,0,
Logan Square,Private room,57,50.0,3,5.0
Logan Square,Private room,54,51.0,1,5.0
Lower West Side,Entire home/apt,79,79.0,0,
Near North Side,Entire home/apt,44,267.0,0,
Near North Side,Entire home/apt,35,277.0,0,
Loop,Entire home/apt,58,291.0,0,
Near North Side,Entire home/apt,50,122.0,0,
Near North Side,Entire home/apt,67,398.0,0,
Loop,Entire home/apt,62,332.0,0,
Loop,Entire home/apt,62,263.0,0,
Lake View,Entire home/apt,6,194.0,0,
Near North Side,Entire home/apt,64,348.0,0,
Loop,Entire home/apt,63,338.0,17,4.76
Loop,Entire home/apt,62,318.0,24,4.67
Loop,Entire home/apt,64,318.0,21,4.86
West Ridge,Entire home/apt,41,94.0,10,4.9
Uptown,Entire home/apt,15,68.0,9,4.89
Loop,Entire home/apt,58,193.0,0,
Near North Side,Entire home/apt,64,182.0,0,
West Town,Entire home/apt,39,322.0,0,
Loop,Entire home/apt,57,207.0,0,
Loop,Entire home/apt,58,325.0,0,
Near West Side,Entire home/apt,50,362.0,0,
Near North Side,Entire home/apt,60,496.0,0,
Uptown,Entire home/apt,20,410.0,0,
Near West Side,Entire home/apt,46,274.0,0,
Near North Side,Entire home/apt,44,184.0,0,
Near North Side,Entire home/apt,46,178.0,0,
Near North Side,Entire home/apt,54,150.0,0,
Loop,Entire home/apt,44,408.0,0,
Loop,Entire home/apt,62,170.0,0,
Loop,Entire home/apt,62,221.0,0,
Armour Square,Entire home/apt,42,221.0,0,
Near South Side,Entire home/apt,53,222.0,0,
Loop,Entire home/apt,55,222.0,0,
Near West Side,Entire home/apt,61,180.0,0,
Loop,Entire home/apt,49,243.0,0,
Near North Side,Entire home/apt,12,307.0,0,
Loop,Entire home/apt,59,203.0,0,
Near North Side,Entire home/apt,67,262.0,0,
Loop,Entire home/apt,64,410.0,0,
Loop,Entire home/apt,54,279.0,0,
Loop,Entire home/apt,61,319.0,0,
Irving Park,Private room,21,80.0,0,
Near North Side,Entire home/apt,67,270.0,0,
Near North Side,Entire home/apt,44,122.0,0,
Near South Side,Entire home/apt,37,392.0,0,
Lake View,Entire home/apt,8,165.0,0,
Near North Side,Entire home/apt,43,309.0,0,
Logan Square,Entire home/apt,39,159.0,23,5.0
Loop,Entire home/apt,59,398.0,0,
Logan Square,Entire home/apt,45,159.0,19,5.0
Near North Side,Entire home/apt,59,525.0,0,
Loop,Entire home/apt,55,398.0,0,
Hyde Park,Entire home/apt,34,188.0,0,
Near West Side,Entire home/apt,49,367.0,0,
Lake View,Entire home/apt,11,406.0,0,
Lincoln Park,Entire home/apt,20,150.0,0,
Near North Side,Entire home/apt,65,194.0,0,
Near North Side,Entire home/apt,47,370.0,0,
Near North Side,Entire home/apt,65,380.0,0,
Near North Side,Entire home/apt,60,241.0,0,
Loop,Entire home/apt,50,132.0,0,
Loop,Entire home/apt,48,132.0,0,
Near North Side,Entire home/apt,49,162.0,0,
Near North Side,Entire home/apt,66,157.0,0,
Near North Side,Entire home/apt,54,293.0,0,
Near West Side,Entire home/apt,66,342.0,0,
West Lawn,Entire home/apt,8,332.0,0,
Loop,Entire home/apt,59,234.0,0,
Near South Side,Entire home/apt,41,287.0,0,
Near South Side,Entire home/apt,40,287.0,0,
Loop,Entire home/apt,55,274.0,0,
Near North Side,Entire home/apt,62,233.0,0,
Loop,Entire home/apt,60,229.0,0,
Rogers Park,Entire home/apt,23,196.0,0,
Near South Side,Entire home/apt,41,477.0,0,
Near North Side,Entire home/apt,47,169.0,0,
Near North Side,Entire home/apt,58,173.0,0,
Loop,Entire home/apt,56,246.0,0,
Near North Side,Entire home/apt,66,214.0,0,
Near North Side,Entire home/apt,62,334.0,0,
Near North Side,Entire home/apt,65,293.0,0,
Near North Side,Entire home/apt,50,297.0,0,
Near North Side,Entire home/apt,42,255.0,0,
Near West Side,Entire home/apt,65,189.0,0,
Near North Side,Entire home/apt,51,261.0,0,
Near West Side,Entire home/apt,77,241.0,0,
Near West Side,Entire home/apt,80,241.0,0,
Near North Side,Entire home/apt,62,243.0,0,
Near North Side,Entire home/apt,44,285.0,0,
Lake View,Entire home/apt,9,157.0,0,
Near North Side,Entire home/apt,57,282.0,0,
Near North Side,Entire home/apt,58,282.0,0,
Loop,Entire home/apt,54,371.0,0,
Washington Heights,Entire home/apt,117,181.0,2,5.0
Near West Side,Private room,151,150.0,5,5.0
Near North Side,Private room,47,105.0,316,4.76
Edgewater,Private room,10,34.0,29,4.41
Logan Square,Entire home/apt,71,216.0,1,5.0
Logan Square,Entire home/apt,40,159.0,31,4.97
Logan Square,Entire home/apt,38,159.0,22,5.0
Logan Square,Entire home/apt,45,174.0,36,4.97
Logan Square,Private room,56,65.0,0,
Logan Square,Private room,57,40.0,0,
Portage Park,Private room,14,65.0,1,5.0
Lake View,Entire home/apt,14,297.0,2,5.0
Albany Park,Private room,33,44.0,4,4.25
West Town,Entire home/apt,57,388.0,14,5.0
Lake View,Entire home/apt,17,1034.0,2,5.0
Uptown,Entire home/apt,18,65.0,2,4.5
New City,Private room,121,26.0,11,5.0
New City,Private room,115,21.0,13,4.92
New City,Private room,123,23.0,11,4.82
Logan Square,Entire home/apt,25,160.0,0,
West Town,Entire home/apt,34,185.0,17,4.82
Lincoln Park,Entire home/apt,7,115.0,3,5.0
Washington Heights,Entire home/apt,111,80.0,2,5.0
Clearing,Entire home/apt,9,182.0,0,
Near West Side,Entire home/apt,64,169.0,0,
Near North Side,Entire home/apt,69,133.0,0,
West Town,Entire home/apt,62,130.0,16,5.0
Portage Park,Entire home/apt,8,67.0,17,4.47
West Ridge,Entire home/apt,22,69.0,4,3.75
Armour Square,Entire home/apt,61,154.0,13,4.85
Edgewater,Entire home/apt,13,89.0,0,
Near West Side,Private room,142,52.0,1,5.0
Austin,Entire home/apt,183,120.0,3,5.0
North Center,Entire home/apt,15,157.0,10,4.9
Near West Side,Entire home/apt,39,163.0,32,4.88
Woodlawn,Entire home/apt,162,140.0,19,4.79
Armour Square,Entire home/apt,42,200.0,14,5.0
Mckinley Park,Private room,22,34.0,12,3.83
Logan Square,Entire home/apt,41,63.0,23,4.39
Near West Side,Entire home/apt,64,511.0,10,5.0
Logan Square,Entire home/apt,24,95.0,1,5.0
Lincoln Park,Entire home/apt,26,375.0,9,4.89
Woodlawn,Entire home/apt,177,115.0,3,5.0
Hyde Park,Entire home/apt,41,60.0,8,4.25
Hyde Park,Entire home/apt,35,56.0,7,3.71
East Garfield Park,Entire home/apt,207,101.0,10,4.6
West Ridge,Entire home/apt,34,175.0,0,
West Town,Entire home/apt,44,63.0,17,4.88
West Town,Entire home/apt,44,69.0,23,4.96
West Town,Entire home/apt,82,73.0,21,4.86
Grand Boulevard,Entire home/apt,108,300.0,0,
West Town,Entire home/apt,168,97.0,0,
West Town,Entire home/apt,41,92.0,22,4.82
Dunning,Entire home/apt,12,260.0,7,4.71
Loop,Entire home/apt,64,129.0,0,
Loop,Private room,48,160.0,13,4.92
Avondale,Entire home/apt,38,308.0,5,5.0
Mckinley Park,Private room,24,29.0,5,3.4
Austin,Entire home/apt,228,150.0,12,4.75
Avondale,Entire home/apt,26,90.0,30,5.0
Lake View,Private room,17,99.0,4,4.0
Lake View,Private room,16,99.0,14,4.93
Lake View,Private room,13,99.0,13,4.69
Clearing,Entire home/apt,4,48.0,1,3.0
Loop,Private room,60,198.0,0,
Loop,Private room,60,178.0,0,
Loop,Private room,60,178.0,0,
North Lawndale,Entire home/apt,123,42.0,27,4.48
Near North Side,Entire home/apt,49,128.0,1,5.0
Near North Side,Entire home/apt,45,88.0,1,4.0
Near North Side,Entire home/apt,46,96.0,0,
Near North Side,Entire home/apt,54,337.0,15,5.0
South Shore,Entire home/apt,162,90.0,0,
Lower West Side,Entire home/apt,65,70.0,3,5.0
Mckinley Park,Private room,23,29.0,6,3.33
West Ridge,Entire home/apt,22,275.0,0,
Uptown,Entire home/apt,18,300.0,1,5.0
Englewood,Entire home/apt,242,104.0,6,4.0
Irving Park,Entire home/apt,29,59.0,3,5.0
Near West Side,Entire home/apt,49,444.0,0,
Uptown,Entire home/apt,16,68.0,10,4.8
Bridgeport,Private room,27,33.0,6,3.83
West Ridge,Entire home/apt,22,175.0,0,
Near North Side,Entire home/apt,49,88.0,0,
Lincoln Park,Entire home/apt,6,135.0,2,5.0
Mckinley Park,Private room,26,29.0,7,4.14
Mckinley Park,Private room,26,29.0,6,4.17
Belmont Cragin,Entire home/apt,61,528.0,0,
Portage Park,Private room,19,53.0,0,
Near North Side,Entire home/apt,46,303.0,0,
Near North Side,Entire home/apt,49,119.0,0,
Beverly,Entire home/apt,32,296.0,18,4.83
West Ridge,Entire home/apt,26,350.0,0,
Rogers Park,Private room,35,80.0,2,5.0
Grand Boulevard,Entire home/apt,98,147.0,7,5.0
West Town,Entire home/apt,32,135.0,26,4.85
Woodlawn,Private room,120,73.0,15,5.0
Armour Square,Entire home/apt,48,138.0,12,4.67
Lake View,Entire home/apt,9,246.0,15,4.93
West Garfield Park,Private room,408,23.0,5,4.8
Loop,Entire home/apt,54,150.0,1,5.0
Near West Side,Entire home/apt,64,79.0,0,
Logan Square,Entire home/apt,69,158.0,0,
Near West Side,Entire home/apt,122,100.0,8,4.38
West Town,Entire home/apt,40,326.0,7,5.0
Woodlawn,Entire home/apt,161,169.0,2,5.0
Lower West Side,Entire home/apt,70,205.0,0,
Loop,Entire home/apt,48,160.0,18,4.72
Near North Side,Entire home/apt,37,676.0,8,4.88
Near North Side,Entire home/apt,67,249.0,0,
Lake View,Entire home/apt,14,108.0,23,4.83
Lake View,Entire home/apt,9,208.0,26,4.96
Rogers Park,Entire home/apt,33,99.0,1,1.0
Rogers Park,Entire home/apt,31,120.0,0,
Near North Side,Entire home/apt,53,249.0,0,
Near North Side,Entire home/apt,43,129.0,0,
Near West Side,Entire home/apt,60,79.0,0,
Near North Side,Private room,53,85.0,2,5.0
Edgewater,Entire home/apt,20,376.0,40,5.0
Irving Park,Entire home/apt,30,72.0,1,5.0
Lake View,Entire home/apt,9,100.0,0,
West Town,Entire home/apt,24,80.0,0,
Lincoln Park,Entire home/apt,28,701.0,11,4.73
Hermosa,Private room,41,46.0,9,4.89
Near North Side,Entire home/apt,38,161.0,2,5.0
Lower West Side,Entire home/apt,71,124.0,14,4.86
New City,Private room,114,21.0,9,4.33
West Ridge,Entire home/apt,34,73.0,13,4.85
Avondale,Entire home/apt,32,93.0,0,
Uptown,Entire home/apt,19,136.0,0,
Kenwood,Private room,78,125.0,0,
Kenwood,Private room,76,125.0,0,
Kenwood,Private room,74,125.0,0,
Kenwood,Private room,74,125.0,0,
Kenwood,Private room,76,125.0,1,4.0
Auburn Gresham,Entire home/apt,216,271.0,3,5.0
Bridgeport,Entire home/apt,30,170.0,24,4.88
East Garfield Park,Entire home/apt,200,200.0,8,4.13
